X,Y,objectid,id_punto,nombreestablecimiento,direccion,codigo_mpio,municipio,barrio,linea_cuenca,estado,longitud,latitud
-75.6112669202813,6.17195461982506,363,363,Biblioteca,CR 51 48 50,05360,Itagui,Itagui,C4,En servicio,-75.61126692,6.17195462
-75.5930299998145,6.18971999979514,364,364,Billares J J,CR 52 82 18,05360,Itagui,Itagui,C4,En servicio,-75.59303,6.18972
-75.5893800001863,6.18958999971519,365,365,Bloque Naranja,CL 85 48 01 LOCAL 144,05360,Itagui,Itagui,C4,En servicio,-75.58938,6.18959
-75.6086899995825,6.17138500034819,366,366,Burbuja Gm,CR 49 50 70 BURBUJA 110 Centro Comercial la Gran Manzana,05360,Itagui,Itagui,C4,En servicio,-75.60869,6.171385
-75.5974000000411,6.17843000008505,367,367,Cafe Internet Guadalupe,CR 45 A 65 27,05360,Itagui,Itagui,C4,En servicio,-75.5974,6.17843
-75.6042964796651,6.1813987897379,368,368,Calatrava,CL 64 No 56 27,05360,Itagui,Itagui,C4,En servicio,-75.60429648,6.18139879
-75.6086633995686,6.18121678996743,369,369,Calatrava Panaderia,CL 63 58 G 23,05360,Itagui,Itagui,C4,En servicio,-75.6086634,6.18121679
-75.5919639196595,6.19536703024052,370,370,California,CL 13A SUR 52A 55,05001,Medellín,Guayabal,C4,En servicio,-75.59196392,6.19536703
-75.6104393904449,6.17115040011911,371,371,Calzado Alpely  Of Mayapuestas,CL 49 49 A 37,05360,Itagui,Itagui,C4,En servicio,-75.61043939,6.1711504
-75.6123227901847,6.17063832021783,372,372,Camara De Comercio,CR 50 46 53,05360,Itagui,Itagui,C4,En servicio,-75.61232279,6.17063832
-75.617668640186,6.16235850043154,373,373,Caminante,DG 44 29 40,05360,Itagui,Itagui,C4,En servicio,-75.61766864,6.1623585
-75.6181769599744,6.16569015981671,374,374,Camparola,CL 34A 44 06,05360,Itagui,Itagui,C4,En servicio,-75.61817696,6.16569016
-75.5880483618637,6.20579611191838,375,375,Campo Amor,CR 54 4 81,05001,Medellín,Guayabal,C4,En servicio,-75.58804836,6.20579611
-75.5853970696425,6.21332597992373,376,376,Campo Amor,CL 6 57 20,05001,Medellín,Guayabal,C4,En servicio,-75.58539707,6.21332598
-75.5909309999149,6.1878790003124,377,377,Carrefour Las Vegas,CR 48 25 SUR 136,05360,Itagui,Itagui,C4,En servicio,-75.590931,6.187879
-75.5969720201819,6.18721980036339,378,378,Casa Vieja,CR 52 D 76 30,05360,Itagui,Itagui,C4,En servicio,-75.59697202,6.1872198
-75.6054053411872,6.16185604975664,379,379,CC MAYORCA LOCAL 356,CL 51 SUR   48 57,05631,Itagui,Itagui,C4,En servicio,-75.60540534,6.16185605
-75.6117997272459,6.17378412329714,380,380,Cencosud Metro Itagui,CL 50 52 21,05360,Itagui,Itagui,C4,En servicio,-75.61179973,6.17378412
-75.5958566602471,6.18824480994455,381,381,Centro Comercial La Torre,CR 52 D 77 69,05360,Itagui,Itagui,C4,En servicio,-75.59585666,6.18824481
-75.6413399998125,6.17591999997029,382,382,Centro De Belleza,CL 51 A SUR CR 61 54,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.64134,6.17592
-75.6202654001778,6.16703395023232,383,383,Centro Médico,CR 50 A 36 24,05360,Itagui,Itagui,C4,En servicio,-75.6202654,6.16703395
-75.6084544496369,6.17341841977012,384,384,Chatanoga,CR 51 52 17,05360,Itagui,Itagui,C4,En servicio,-75.60845445,6.17341842
-75.5924905399268,6.19117567985532,385,385,Chimeneas,CR 52 D 84 14,05360,Itagui,Itagui,C4,En servicio,-75.59249054,6.19117568
-75.6132614595881,6.16886382972283,386,386,Clinica Qap,CL 44 48 78,05360,Itagui,Itagui,C4,En servicio,-75.61326146,6.16886383
-75.594660000084,6.18500000043824,387,387,Color Interno Papeleria Mixta,CR 50 CL 76 21,05360,Itagui,Itagui,C4,En servicio,-75.59466,6.185
-75.6581802996256,6.18563208997946,388,388,Comidas Tomilu,CR 82 41 SUR  32,05001,Medellín,San Antonio De Prado,C4,En servicio,-75.6581803,6.18563209
-75.5952903200711,6.18419121008214,389,389,Confecciones,CR 50 75 18,05360,Itagui,Itagui,C4,En servicio,-75.59529032,6.18419121
-75.594594140099,6.18524327978984,390,390,Corona Itagui,CR 50 77 01,05360,Itagui,Itagui,C4,En servicio,-75.59459414,6.18524328
-75.5854867403725,6.20633876972727,391,391,Cristo Rey 1,CR 51B 2 SUR 04,05001,Medellín,Guayabal,C4,En servicio,-75.58548674,6.20633877
-75.6139920001198,6.16943899992519,392,392,De Uno Itagui,CL 40 51 26,05360,Itagui,Itagui,C4,En servicio,-75.613992,6.169439
-75.6444999998942,6.15812999969494,393,393,Distribuciones Sym Estrella,CR 62 80 SUR 32,05380,La Estrella,La Estrella,C4,En servicio,-75.6445,6.15813
-75.6103886500044,6.17345473970731,394,394,Distribuidora Botero,CL 50 52 04,05360,Itagui,Itagui,C4,En servicio,-75.61038865,6.17345474
-75.6270345103725,6.17286487957685,395,395,Ditaires,CR 61 38 22 ,05360,Itagui,Itagui,C4,En servicio,-75.62703451,6.17286488
-75.5988212102791,6.18034432960735,396,396,Doña Maria Del Sur,CL 67 48 119,05360,Itagui,Itagui,C4,En servicio,-75.59882121,6.18034433
-75.6036005000172,6.20305999959529,397,397,Drogueria Farmatienda,CL 9 SUR  79 A 72 LOCAL 109,05001,Medellín,Guayabal,C4,En servicio,-75.6036005,6.20306
-75.6487499995719,6.17337000003047,398,398,Edison Morales Galvis,CR 67 B 56 B SUR 30,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.64875,6.17337
-75.5911523106649,6.1871052964416,399,399,El 6,CL 81 48 46 INT 103,05360,Itagui,Itagui,C4,En servicio,-75.59115231,6.1871053
-75.6563826997751,6.18457265039769,400,400,El Danubio,CL 42 SUR 80 08,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.6563827,6.18457265
-75.6579247900127,6.18353882962643,401,401,El Encanto,CRA 82 43SUR 19,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.65792479,6.18353883
-75.5904871243667,6.18849191911794,402,402,El Nueve,CL 83 A 48 46 INT 102 BLOQ 9,05360,Itagui,Itagui,C4,En servicio,-75.59048712,6.18849192
-75.6436364503098,6.15717087991749,403,403,El Rey,CL 81 SUR 60 67,05380,La Estrella,La Estrella,C4,En servicio,-75.64363645,6.15717088
-75.6537203403097,6.18407473981783,404,404,El Rey,CL 42 SUR 76 A 32,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.65372034,6.18407474
-75.6363570000157,6.15228700017918,405,405,Estrella De Mar,CR 55 83B SUR 41,05380,La Estrella,La Estrella,C4,En servicio,-75.636357,6.152287
-75.6100939549805,6.17165318762065,406,406,Euro Itagui,CR 50 49 16,05360,Itagui,Itagui,C4,En servicio,-75.61009396,6.17165319
-75.5894119999734,6.18761099987957,407,407,Euro Mayorista,CR 47 63 A 40 BL 25 LOCAL 13,05360,Itagui,Itagui,C4,En servicio,-75.589412,6.187611
-75.6427440001262,6.15955900039726,408,408,Expresiones,CR 60 77 SUR 72,05380,La Estrella,La Estrella,C4,En servicio,-75.642744,6.159559
-75.6003056403535,6.18274022004999,409,409,Filetes (Iglesia Guayabo),CR 52 D 68 41,05360,Itagui,Itagui,C4,En servicio,-75.60030564,6.18274022
-75.6091940739328,6.17126705542153,410,410,Flamingo Itagui,CL 49 50 01,05360,Itagui,Itagui,C4,En servicio,-75.60919407,6.17126705
-75.6118499996642,6.16912999983541,411,411,Funeraria Muñoz Y Proteccion Exequial,CL 46 48 19,05360,Itagui,Itagui,C4,En servicio,-75.61185,6.16913
-75.6282787498046,6.17048378973272,412,412,Gana Servicios Ditaires,CL 35 61 12,05360,Itagui,Itagui,C4,En servicio,-75.62827875,6.17048379
-75.642987340262,6.15807666990745,413,413,Gana Servicios Estrella,CR 60 79 SUR 126,05380,La Estrella,La Estrella,C4,En servicio,-75.64298734,6.15807667
-75.6093461003199,6.17193241982942,414,414,Gana Servicios Itagui,CR 50 50 62,05360,Itagui,Itagui,C4,En servicio,-75.6093461,6.17193242
-75.6093461003199,6.17193241982942,415,415,Gana Servicios Itagui (2),CR 50 50 62         ,05360,Itagui,Itagui,C4,En servicio,-75.6093461,6.17193242
-75.588727595118,6.18815059704675,416,416,Gana Servicios Mayorista,CL 84 A 47 70 INT 2,05360,Itagui,Itagui,C4,En servicio,-75.58872759,6.1881506
-75.6546010099867,6.18421074012448,417,417,Gana Servicios S. Ant De Prado,CL 42 SUR 77 57,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.65460101,6.18421074
-75.6215519700227,6.16563802042344,418,418,Gana Servicios San Pio,CL 34 50 A 05,05360,Itagui,Itagui,C4,En servicio,-75.62155197,6.16563802
-75.5929730403372,6.18998471977605,419,419,Gana Servicios Santa Maria,CR 52 83 02,05360,Itagui,Itagui,C4,En servicio,-75.59297304,6.18998472
-75.6318000001913,6.17190499961385,420,420,Ganaservicios San Gabriel,CL 36 66 B 111,05360,Itagui,Itagui,C4,En servicio,-75.6318,6.171905
-75.6087493899009,6.17182085985813,421,421,Gildardo 1,CL 51 49 64,05360,Itagui,Itagui,C4,En servicio,-75.60874939,6.17182086
-75.6149966696454,6.16691302043403,422,422,Glorieta San Jose,DG 40 37 A 11,05360,Itagui,Itagui,C4,En servicio,-75.61499667,6.16691302
-75.6393314099563,6.15386527976866,423,423,Granero El Prqueadero,CR 56 B 83 SUR 05,05380,La Estrella,La Estrella,C4,En servicio,-75.63933141,6.15386528
-75.5962258202181,6.18332722022078,424,424,Granero Luigui,CR 50 73 A 03,05360,Itagui,Itagui,C4,En servicio,-75.59622582,6.18332722
-75.6018039997047,6.18445199967578,425,425,Heladeria Nesdi,CR 69 54 29,05360,Itagui,Itagui,C4,En servicio,-75.601804,6.184452
-75.651388139559,6.1845292499354,426,426,Horizontes,CL 42 SUR 72 06,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.65138814,6.18452925
-75.6210461403643,6.16750918990754,427,427,Induamerica,CL 36 50 A 103,05360,Itagui,Itagui,C4,En servicio,-75.62104614,6.16750919
-75.643887669569,6.16503253003189,428,428,Internet Katy,CR 61 A 23 59,05380,Itagui,Itagui,C4,En servicio,-75.64388767,6.16503253
-75.6080000000195,6.17457800043347,429,429,Itagui Plaza,CR 52 53 11 LOC 124,05360,Itagui,Itagui,C4,En servicio,-75.608,6.174578
-75.6434007503456,6.15708773992043,430,430,J Y G Parque,CL 81SUR 60 19,05380,La Estrella,La Estrella,C4,En servicio,-75.64340075,6.15708774
-75.606173520231,6.17521582006953,431,431,Jahega,CR 52 56 02,05360,Itagui,Itagui,C4,En servicio,-75.60617352,6.17521582
-75.5961057801433,6.18324509976944,432,432,Jg,CR 50 73 A 10,05360,Itagui,Itagui,C4,En servicio,-75.59610578,6.1832451
-75.6440296599777,6.15746227975262,433,433,Jyg Parroquia,CL 81 SUR 61 12,05380,La Estrella,La Estrella,C4,En servicio,-75.64402966,6.15746228
-75.6409699999166,6.17143999980515,434,434,La 27,CL 27 69 06,05360,Itagui,Itagui,C4,En servicio,-75.64097,6.17144
-75.6123006997136,6.16792761006567,435,435,La 45,CR 47 45 03,05360,Itagui,Itagui,C4,En servicio,-75.6123007,6.16792761
-75.5857930003074,6.20574300037553,436,436,La 51 B,CR 51 B 3 SUR 50,05001,Medellín,Guayabal,C4,En servicio,-75.585793,6.205743
-75.6137302499107,6.1705697900504,437,437,La Bomba,CR 50 A 44 45,05360,Itagui,Itagui,C4,En servicio,-75.61373025,6.17056979
-75.5899569099399,6.20132676025639,438,438,La Comparcita,CL 9 SUR 52B 86,05001,Medellín,Guayabal,C4,En servicio,-75.58995691,6.20132676
-75.6263632703276,6.16276879990506,439,439,La Finca,CL 29 B 54 B 57,05360,Itagui,Itagui,C4,En servicio,-75.62636327,6.1627688
-75.656385030005,6.18442793990337,440,440,La Iglesia,CL 42 SUR 80 13,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.65638503,6.18442794
-75.6410401098313,6.15728479994797,441,441,La Quinta,CL 80 SUR 57B 04,05380,La Estrella,La Estrella,C4,En servicio,-75.64104011,6.1572848
-75.6267110000893,6.16344400022034,442,442,La Reja Negra,CL 30 A 56 A 09,05360,Itagui,Itagui,C4,En servicio,-75.626711,6.163444
-75.6035373295881,6.21821012992145,443,443,Leys Jor,CL 6 CS 83 A 41,05001,Medellín,Guayabal,C4,En servicio,-75.60353733,6.21821013
-75.5837100003013,6.21272999968226,444,444,Loncheria,CL 7 NRO 52 35,05001,Medellín,Guayabal,C4,En servicio,-75.58371,6.21273
-75.6555800002715,6.18355000038158,445,445,Los Lonchos 2,CR 78 SUR N° 43  05,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.65558,6.18355
-75.6444063002201,6.1614309102873,446,446,Magnet Intermet,CR 62 A 74 SUR 167,05380,La Estrella,La Estrella,C4,En servicio,-75.6444063,6.16143091
-75.6230310102054,6.16712934044368,447,447,Margarita,CR 53 34 78,05360,Itagui,Itagui,C4,En servicio,-75.62303101,6.16712934
-75.5999199998902,6.19040999975262,448,448,Maylu Store Ly,CR 58 77 50,05360,Itagui,Itagui,C4,En servicio,-75.59992,6.19041
-75.6077154299072,6.17173962983737,449,449,Mega Banco Carlos Uribe,CR 49 52 14,05360,Itagui,Itagui,C4,En servicio,-75.60771543,6.17173963
-75.6432450004416,6.16731700026694,450,450,Mekatos Jl,CR 63 24 A 44,05360,Itagui,Itagui,C4,En servicio,-75.643245,6.167317
-75.595758649558,6.18607059021761,451,451,Mercados La Bonanza,CL 77 52 27,05360,Itagui,Itagui,C4,En servicio,-75.59575865,6.18607059
-75.640153000132,6.17116700034964,452,452,Merka Chepa,CR 68 151 500,05360,Itagui,Itagui,C4,En servicio,-75.640153,6.171167
-75.6426749996309,6.15697400026066,453,453,Merka Paisa La Estrella,CL 81 SUR59 101 INT,05380,La Estrella,La Estrella,C4,En servicio,-75.642675,6.156974
-75.6561049999781,6.18485799968565,454,454,Merke Paisa San Antonio De Prado,CR 79 41 SUR 56,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.656105,6.184858
-75.5853944600367,6.20925392957269,455,455,Merquemos,CL 2 52 54,05001,Medellín,Guayabal,C4,En servicio,-75.58539446,6.20925393
-75.6083665602661,6.17072149024334,456,456,METRO 212,CL 51 SUR 48 01(ITA2 12),05360,Itagui,Itagui,C4,En servicio,-75.60836656,6.17072149
-75.6427320004307,6.15589800002832,457,457,Mirador De La Estrella,CRA 59 82 SUR 13 LOCAL 2,05380,La Estrella,La Estrella,C4,En servicio,-75.642732,6.155898
-75.6388601304021,6.16100782377592,458,458,Mis Bohios,CR 56D 76B SUR 55,05380,La Estrella,La Estrella,C4,En servicio,-75.63886013,6.16100782
-75.6335300000199,6.14093999973509,459,459,Miscelanea Sandra,CL 77 SUR 50 A 184,05380,La Estrella,La Estrella,C4,En servicio,-75.63353,6.14094
-75.6110232495655,6.16940354960452,460,460,Miscelanea Y Cafeteria El Tornado,CL 47 48 04,05360,Itagui,Itagui,C4,En servicio,-75.61102325,6.16940355
-75.5848800002633,6.20403000021549,461,461,Miscelania G Y G,CRA 51 5 SUR 26,05001,Medellín,Guayabal,C4,En servicio,-75.58488,6.20403
-75.5872000000959,6.20810000033243,462,462,Multiservicios Esmo,CR 55 1 13,05001,Medellín,Guayabal,C4,En servicio,-75.5872,6.2081
-75.643191000015,6.15929299964283,463,463,Nueva Manuela,CR 61 77 SUR 53,05380,La Estrella,La Estrella,C4,En servicio,-75.643191,6.159293
-75.5976700003779,6.19263099956723,464,464,Nuevo Porvenir,CR 57 NO 83 05,05360,Itagui,Itagui,C4,En servicio,-75.59767,6.192631
-75.6138759997689,6.16587700026635,465,465,Nuevo San Jose,CL 35 38A 03,05360,Itagui,Itagui,C4,En servicio,-75.613876,6.165877
-75.598264500043,6.17757451026169,466,466,Nuevo Simon Bolivar,CR 45 A 64 33,05360,Itagui,Itagui,C4,En servicio,-75.5982645,6.17757451
-75.6109629600335,6.1711482003898,467,467,Of Mega 15,CR 50 48 20,05360,Itagui,Itagui,C4,En servicio,-75.61096296,6.1711482
-75.621794069585,6.16504535970125,468,468,Of.Le Apuesto San Pio,CR 50 A 33 05,05360,Itagui,Itagui,C4,En servicio,-75.62179407,6.16504536
-75.596357850107,6.23141007996726,469,469,Oficina Belén La 30,CL 30 76 12,05001,Medellín,Belen,C4,En servicio,-75.59635785,6.23141008
-75.6094093300378,6.17899840005198,470,470,Oficina Gildardo,CL 56 59 11,05360,Itagui,Itagui,C4,En servicio,-75.60940933,6.1789984
-75.6133757199023,6.17211630010484,471,471,Oficina Principal Candilejas,CR 52 45 A 37,05360,Itagui,Itagui,C4,En servicio,-75.61337572,6.1721163
-75.5927735900897,6.19086147957184,472,472,Oficina Santa Maria Rey,CR 52 84 19,05360,Itagui,Itagui,C4,En servicio,-75.59277359,6.19086148
-75.6100807398643,6.17272655963501,473,473,Oro Oficina Principal,CL 50 51 12,05360,Itagui,Itagui,C4,En servicio,-75.61008074,6.17272656
-75.5985993398787,6.18245256991079,474,474,Pan Rico,CR 52 70 04,05360,Itagui,Itagui,C4,En servicio,-75.59859934,6.18245257
-75.6410300001911,6.184659999667,475,475,Panaderia La Churris,CR 60 D CL 40 B SUR 13,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.64103,6.18466
-75.5938199998349,6.19053999963078,476,476,Papeleria Bethel,CL 83 52 A 49,05360,Itagui,Itagui,C4,Desactivado,-75.59382,6.19054
-75.6467600003506,6.17530000036869,477,477,Papelería Celeste,CR 65 52 B SUR 58,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.64676,6.1753
-75.6404600002787,6.16956999988288,478,478,Papeleria Jhonnattan,CR 65 27 55,05360,Itagui,Itagui,C4,En servicio,-75.64046,6.16957
-75.6406999995799,6.18729000022528,479,479,Papeleria Pradito,CL 36 D SUR 55 E 20,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.6407,6.18729
-75.6021200000722,6.18119999982323,480,480,Papeleria Valentina.Net,CR 54 64 16,05360,Itagui,Itagui,C4,En servicio,-75.60212,6.1812
-75.6482990003835,6.17302500021475,481,481,Papeleria Y Variedades Mery Mu,CL 57 SUR 67 51,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.648299,6.173025
-75.5864316000664,6.20821564994265,482,482,Parque Rey,CL 1 52 32,05001,Medellín,Guayabal,C4,En servicio,-75.5864316,6.20821565
-75.6203040600744,6.16482273966342,483,483,Parque San Pio,CL 33 47A 03,05360,Itagui,Itagui,C4,En servicio,-75.62030406,6.16482274
-75.6178711599769,6.16923055990071,484,484,Pilsen,CR 50 A 39 14,05360,Itagui,Itagui,C4,En servicio,-75.61787116,6.16923056
-75.5954583795894,6.18631543018765,485,485,Pollos Mario,CR 52 77 163,05360,Itagui,Itagui,C4,En servicio,-75.59545838,6.18631543
-75.6421658201548,6.15758203991462,486,486,Pollos Paulandia,CL 80C SUR 59 05 ,05380,La Estrella,La Estrella,C4,En servicio,-75.64216582,6.15758204
-75.6076960002459,6.17361656957098,487,487,Ppal Jugar Y Ganar,CR 51 53 14,05360,Itagui,Itagui,C4,En servicio,-75.607696,6.17361657
-75.6439509100666,6.17293484020443,488,488,Punto De Venta Limonar,CL 57 SUR 62 B 33,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.64395091,6.17293484
-75.5933600004257,6.18919000036774,489,489,Punto Virtual Comunicaciones,CR 52 80 95,05360,Itagui,Itagui,C4,En servicio,-75.59336,6.18919
-75.6135003701311,6.16811422019644,490,490,Q.A .P La Gloria,CR 48 43 18,05360,Itagui,Itagui,C4,En servicio,-75.61350037,6.16811422
-75.6535467202198,6.18409127980618,491,491,Rio Claro,CR 63 41 B SUR 18,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.65354672,6.18409128
-75.6521334600721,6.1856029798631,492,492,Salsamentaria Don Pedro,CL 40 SUR 74 A 24,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.65213346,6.18560298
-75.6416060799013,6.15570184959162,493,493,Salsamentaria Gloraba,CL 82 SUR 57B 02,05380,La Estrella,La Estrella,C4,En servicio,-75.64160608,6.15570185
-75.6418600003945,6.15573999988374,494,494,Salsamentaria Puerto Mango,CL 82 SUR 56 C 43,05380,La Estrella,La Estrella,C4,En servicio,-75.64186,6.15574
-75.6256505901003,6.16466067043802,495,495,Salsamentaria Yarana,CR 53 A B 31 A A 03,05360,Itagui,Itagui,C4,En servicio,-75.62565059,6.16466067
-75.6394552400233,6.17137633986675,496,496,San Francisco La 28,CL 28 68 – 26,05360,Itagui,Itagui,C4,En servicio,-75.63945524,6.17137634
-75.6151060000053,6.1655249997707,497,497,San Jose # 1,DG 40 34 16 LOCAL 1,05360,Itagui,Itagui,C4,En servicio,-75.615106,6.165525
-75.5990016899045,6.19354107995026,498,498,San Pablo,CR 58 No 79 141,05360,Itagui,Itagui,C4,En servicio,-75.59900169,6.19354108
-75.5975834000895,6.18349791990428,499,499,San Patelo,CR 52 72 A 36,05360,Itagui,Itagui,C4,En servicio,-75.5975834,6.18349792
-75.62012999981,6.16019000031074,500,500,San Pio 2,,05360,Itagui,Itagui,C4,En servicio,-75.62013,6.16019
-75.648386059711,6.18615191985038,501,501,Santa Rita,CR 69 C 37 SUR 30,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.64838606,6.18615192
-75.5828800000979,6.21552000016996,502,502,Servicios Y Mensajeria Cj,CL 10 B SUR 54 08,05001,Medellín,Guayabal,C4,En servicio,-75.58288,6.21552
-75.5984718401938,6.17842132989475,503,503,Simon Bolivar 2,CL 64 A 46 58,05360,Itagui,Itagui,C4,En servicio,-75.59847184,6.17842133
-75.589156748177,6.18719062692558,504,504,Supermercado Boom,CR 46 83 A 59 INT 24,05360,Itagui,Itagui,C4,En servicio,-75.58915675,6.18719063
-75.6090701001354,6.17913890018962,505,505,Tienda De Sentimientos Mundo Prins,CL 56 58 F F 10,05360,Itagui,Itagui,C4,En servicio,-75.6090701,6.1791389
-75.6466819996345,6.17552700024513,506,506,Tienda Maria,CL 52 SUR 55 B 27,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.646682,6.175527
-75.607614390099,6.16745861007363,507,507,Transito Qap,CL 50 42 02,05360,Itagui,Itagui,C4,En servicio,-75.60761439,6.16745861
-75.6083730101699,6.16882307962724,508,508,Transito Rey,CR 46 50 07,05360,Itagui,Itagui,C4,En servicio,-75.60837301,6.16882308
-75.5908182604484,6.18224827002057,509,509,Univentas,CR 42 75 83,05360,Itagui,Itagui,C4,En servicio,-75.59081826,6.18224827
-75.6239856399764,6.16189534012761,510,510,Variedades Julia,CR 50 C 28 84,05360,Itagui,Itagui,C4,En servicio,-75.62398564,6.16189534
-75.6372709998847,6.15272800021636,511,511,Variedades Kaliccia,CL 83 SUR 55 38,05380,La Estrella,La Estrella,C4,En servicio,-75.637271,6.152728
-75.6119099999386,6.1689499999949,512,512,Variedades Magico Tertulia,CR 48 46 53,05360,Itagui,Itagui,C4,En servicio,-75.61191,6.16895
-75.6317499999626,6.16060999993221,513,513,Variedades Sempiterno,CL 75 SUR 53 12,05380,La Estrella,La Estrella,C4,En servicio,-75.63175,6.16061
-75.647579960084,6.18262839978777,514,514,Villa Loma,CR 67 41C SUR 26,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.64757996,6.1826284
-75.6527099997198,6.18652999986318,515,515,Wa Papeleria,CL 38 A  74 A 12,05001,Medellín,Resto San Antonio De Prado,C4,En servicio,-75.65271,6.18653
-75.5859922798751,6.20703855005594,516,516,Yira  -  Yira,CR 52 1 SUR 56,05001,Medellín,Guayabal,C4,En servicio,-75.58599228,6.20703855
-75.5897724301165,6.16914325006191,517,517,Alcala Liquors,CL 39 SUR 43A 28,05266,Envigado,Envigado,C5,En servicio,-75.58977243,6.16914325
-75.5931805700325,6.17002460015439,518,518,Alcala Parroquia,CL 39 A SUR 46 36,05266,Envigado,Envigado,C5,En servicio,-75.59318057,6.1700246
-75.5932559800073,6.16374298993699,519,519,Baratillo La Paz,CL 45 SUR 42 B 8,05266,Envigado,Envigado,C5,En servicio,-75.59325598,6.16374299
-75.5843097596024,6.1676733499392,520,520,Barrio Mesa 1,CL 38 SUR 37 04,05266,Envigado,Envigado,C5,En servicio,-75.58430976,6.16767335
-75.5857736595793,6.16547008008081,521,521,Barrio Mesa 2,CL 39 B SUR 37 13,05266,Envigado,Envigado,C5,En servicio,-75.58577366,6.16547008
-75.5867095900193,6.17009314021654,522,522,Billares El Parque N 1,CL 37 SUR 41 76,05266,Envigado,Envigado,C5,En servicio,-75.58670959,6.17009314
-75.587783749622,6.16915661014095,523,523,Billares Imperial,CR 42 38 SUR 83,05266,Envigado,Envigado,C5,En servicio,-75.58778375,6.16915661
-75.5914834602213,6.17305860960061,524,524,C.Comercial Metro Sur,CL 37 SUR 46 A 54,05266,Envigado,Envigado,C5,En servicio,-75.59148346,6.17305861
-75.5828174701676,6.17135497043861,525,525,Cafeteria El Puntito,DG 32 D 34 C SUR 34,05266,Envigado,Envigado,C5,En servicio,-75.58281747,6.17135497
-75.6193061997787,6.15053236992277,526,526,Calle Larga,CL 75 SUR 46 A 26,05631,Sabaneta,Sabaneta,C5,En servicio,-75.6193062,6.15053237
-75.5734222762753,6.16336519731724,527,527,City Plaza,CL 36 D SUR 27 A 105 LOCAL 153,05266,Envigado,Envigado,C5,En servicio,-75.57342228,6.1633652
-75.5857730253687,6.17474384177572,528,528,Consumo Envigado,CR 43 32 A SUR 27,05266,Envigado,Envigado,C5,En servicio,-75.58577303,6.17474384
-75.5690306760576,6.16766117677341,529,529,Consumo Terracina,CR 27 35 SUR 180,05266,Envigado,Envigado,C5,En servicio,-75.56903068,6.16766118
-75.5950190001092,6.16034946028863,530,530,Delicias Topy,CL 46 E SUR 42 A 06,05266,Envigado,Envigado,C5,En servicio,-75.595019,6.16034946
-75.5855865997945,6.16917688023554,531,531,El Baratillo,CR 40 SUR 37 10,05266,Envigado,Envigado,C5,En servicio,-75.5855866,6.16917688
-75.5840401203884,6.16538900984842,532,532,El Cefit,CR 34 A 39 SUR 01,05266,Envigado,Envigado,C5,En servicio,-75.58404012,6.16538901
-75.5910067000455,6.16567765972382,533,533,El Comando,CL 41A SUR 42 02,05266,Envigado,Envigado,C5,En servicio,-75.5910067,6.16567766
-75.5849638202659,6.1689749196458,534,534,El Cosechero 1,CL 37 SUR 39 04,05266,Envigado,Envigado,C5,En servicio,-75.58496382,6.16897492
-75.5843166200363,6.15481441041574,535,535,El Gloton,CL 41 SUR 25A55,05266,Envigado,Envigado,C5,En servicio,-75.58431662,6.15481441
-75.5795531999359,6.17271662024616,536,536,El Mua,TRANSVERSAL 34 B SUR 31 13,05266,Envigado,Envigado,C5,En servicio,-75.5795532,6.17271662
-75.5832739203331,6.17176685000516,537,537,El Obrero,TRANSVERSAL 34 B SUR 32 D 63,05266,Envigado,Envigado,C5,En servicio,-75.58327392,6.17176685
-75.6145991399793,6.15205867029524,538,538,El Paradero,Cl 68 SUR 44 05,05631,Sabaneta,Sabaneta,C5,En servicio,-75.61459914,6.15205867
-75.5873281303981,6.17048595016791,539,539,El Parque,CL 37 SUR 42 74 ,05266,Envigado,Envigado,C5,En servicio,-75.58732813,6.17048595
-75.5777143198033,6.15082558022851,540,540,El Salado,CL 40 SUR 24E10,05266,Envigado,Envigado,C5,En servicio,-75.57771432,6.15082558
-75.5832855400413,6.1706240697448,541,541,El Seguro,DG 33 34 D SUR 36,05266,Envigado,Envigado,C5,En servicio,-75.58328554,6.17062407
